id	x	y	class
1	-538507.25	-1106420.5	1
1	-538487.75	-1106431	1
1	-538464.88	-1106439.13	1
1	-538392.94	-1106453.38	0
1	-538330.56	-1106463.38	0
1	-538244.38	-1106472.5	0
1	-538183.44	-1106477.25	0
1	-538121	-1106481.5	0
1	-538062	-1106485.25	0
1	-538024.38	-1106486.75	1
1	-537995.31	-1106481.5	0
1	-537957.19	-1106473.88	0
1	-537901.5	-1106462	1
1	-537858.13	-1106447.63	1
1	-537804.81	-1106424.88	0
1	-537760	-1106406.25	1
1	-537737.63	-1106399.13	1
1	-537711.94	-1106396.75	1
1	-537640.5	-1106398.63	0
1	-537580.94	-1106401	0
1	-537533.31	-1106403.38	0
1	-537498.56	-1106405.75	0
1	-537462.88	-1106410	1
1	-537443.31	-1106409.13	1
1	-537428.56	-1106403.88	1
1	-537415.69	-1106394.88	1
1	-537393.81	-1106372	0
1	-537378.56	-1106356.75	1
1	-537362.38	-1106344.75	1
1	-537342.38	-1106334.38	1
1	-537319	-1106326.25	1
1	-537298.06	-1106323.88	1
1	-537277.56	-1106324.75	1
1	-537259.94	-1106329.63	1
1	-537247.56	-1106339.63	1
1	-537241.06	-1106352.13	1
1	-537238.06	-1106372.38	1
1	-537231.88	-1106398.13	1
1	-537222.81	-1106421	1
1	-537204.25	-1106452.88	1
1	-537185.56	-1106477.63	1
1	-537166.63	-1106501	1
1	-537144.69	-1106521.5	1
1	-537119.94	-1106541	1
1	-537096.81	-1106556.5	1
1	-537079	-1106566.25	1
1	-537067.56	-1106576.75	1
1	-537059	-1106592.88	1
1	-537054.25	-1106613.88	1
1	-537045.19	-1106645.75	1
1	-537035.63	-1106666.25	1
1	-537024.06	-1106676.25	1
1	-537010	-1106680.88	1
1	-536995.19	-1106683	1
1	-536977.06	-1106680.63	1
1	-536924.69	-1106668.63	0
1	-536890.88	-1106660.63	1
1	-536868.94	-1106660.13	1
1	-536853.25	-1106663.38	1
1	-536834.69	-1106672.5	1
1	-536817.5	-1106683.88	0
1	-536798.5	-1106696.75	1
1	-536776.56	-1106706.38	1
1	-536757.69	-1106710.25	1
1	-536736.56	-1106712.5	1
1	-536715.63	-1106713	1
1	-536695.13	-1106711.5	1
1	-536676.06	-1106706.75	1
1	-536659.88	-1106698.63	1
1	-536647.5	-1106687.75	1
1	-536629.44	-1106659.13	0
1	-536615.13	-1106635.38	0
1	-536599.31	-1106607.63	0
2	-552388.75	-1107250.63	1
2	-552385.31	-1107267.38	1
2	-552385.81	-1107279.75	1
2	-552388.69	-1107291.13	1
2	-552397.25	-1107306.38	1
2	-552424.88	-1107339.75	0
2	-552475.81	-1107400.25	0
2	-552496.31	-1107423.5	0
2	-552511.06	-1107442.63	0
2	-552522.5	-1107462.13	1
2	-552527.75	-1107475.5	1
2	-552530.13	-1107491.63	1
2	-552528.19	-1107509.75	1
2	-552523.44	-1107527.88	1
2	-552498.69	-1107587.88	0
2	-552431.56	-1107736	0
2	-552397.25	-1107803.63	1
2	-552368.25	-1107851.5	1
2	-552321.5	-1107914.5	0
2	-552249.13	-1108008.38	0
2	-552202	-1108070.25	0
2	-552152.44	-1108132.25	0
2	-552074.38	-1108231.25	0
2	-551985.75	-1108339.88	0
2	-551932.44	-1108404.63	0
2	-551896.69	-1108448.38	0
2	-551851	-1108493.63	0
2	-551792.38	-1108549.38	0
2	-551733.81	-1108603.63	0
2	-551703.81	-1108631.75	0
2	-551687.13	-1108648	1
2	-551669.56	-1108672.75	1
2	-551612.38	-1108769.88	0
2	-551590	-1108806.13	0
2	-551547.13	-1108869.38	0
2	-551457.13	-1108997.13	0
2	-551374.25	-1109112.38	0
2	-551301.38	-1109213.25	0
2	-551229.5	-1109314.25	0
2	-551197.56	-1109354.75	0
2	-551173.75	-1109384.25	0
2	-551141.38	-1109422.88	0
2	-551108.06	-1109459	0
2	-551075.19	-1109493.75	0
2	-551044.69	-1109526.63	0
2	-551017.06	-1109561	0
2	-550944.19	-1109654.75	0
2	-550860.88	-1109759.5	0
2	-550836	-1109785.13	0
2	-550808.5	-1109813.88	1
2	-550781.31	-1109837.63	1
2	-550750.38	-1109861	1
2	-550719.88	-1109881.5	1
2	-550661.81	-1109926.25	1
2	-550635.56	-1109952.38	1
2	-550616.56	-1109980	1
2	-550588.94	-1110028.13	0
2	-550569.38	-1110061	1
2	-550544.13	-1110095.75	0
2	-550490.94	-1110163	1
2	-550469.88	-1110218.63	0
2	-550364.63	-1110465.88	0
2	-550329.81	-1110545.13	0
2	-550292.94	-1110636	0
2	-550255.13	-1110724.25	0
2	-550218.88	-1110812	0
2	-550146.56	-1110982.5	0
2	-550045.04	-1111233.17	0
2	-549998.88	-1111339.25	0
2	-549970.69	-1111408	0
2	-549938.06	-1111488.13	0
2	-549909.85	-1111561.87	0
2	-549899.24	-1111586.26	0
2	-549889.17	-1111610.12	0
2	-549878.04	-1111638.75	0
2	-549865.84	-1111668.44	0
2	-549856.83	-1111691.76	0
2	-549843.04	-1111720.92	0
2	-549829.79	-1111751.14	0
2	-549818.13	-1111778.71	0
2	-549809.11	-1111803.1	0
2	-549795.33	-1111832.26	0
2	-549705.73	-1112050.69	0
2	-549651.94	-1112175.25	0
2	-549507.88	-1112519.5	0
2	-549466.25	-1112619.88	0
2	-549428.56	-1112713	0
2	-549406.81	-1112763	0
2	-549341	-1112919.38	0
2	-549288.81	-1113041.25	0
2	-549239.19	-1113159.88	0
2	-549220.81	-1113200.13	0
2	-549186.31	-1113285.63	0
2	-549130.69	-1113421.75	0
2	-549060.5	-1113592	0
2	-549041.13	-1113636.75	1
2	-549035.5	-1113645	1
2	-549010.81	-1113670.5	0
2	-548817.13	-1113859.13	0
2	-548784	-1113893.75	0
2	-548710.56	-1113972.5	0
2	-548642.06	-1114056.13	0
2	-548560.19	-1114164.38	0
2	-548539.44	-1114193	0
2	-548503.31	-1114247.38	0
2	-548443.75	-1114333.5	0
2	-548393.88	-1114392.63	0
2	-548366.94	-1114427.75	0
2	-548337.06	-1114461.13	0
2	-548305.94	-1114489.38	0
2	-548253.25	-1114533.63	0
2	-548197.63	-1114580.75	0
2	-548149	-1114621.25	0
48	-634692.2809	-1197346.795	0
48	-634692.253	-1197346.876	0
48	-634690.829	-1197351.579	1
48	-634690.361	-1197353.125	1
48	-634688.7735	-1197358.946	1
48	-634687.3977	-1197365.402	1
48	-634685.916	-1197372.81	1
48	-634681.3652	-1197402.973	0
48	-634681.002	-1197405.633	0
48	-634676.5394	-1197438.327	0
48	-634671.6285	-1197474.304	0
48	-634663.1618	-1197537.169	0
48	-634654.6951	-1197598.447	0
48	-634652.896	-1197611.253	0
48	-634651.3085	-1197621.836	0
48	-634649.4035	-1197633.161	0
48	-634647.2868	-1197645.12	0
48	-634644.4293	-1197660.571	0
48	-634635.8568	-1197707.244	0
48	-634632.3643	-1197726.506	0
48	-634627.9956	-1197748.174	0
48	-634627.943	-1197748.421	0
48	-634616.1717	-1197803.658	0
48	-634601.1434	-1197877.424	0
48	-634595.6667	-1197904.092	0
48	-634584.9508	-1197956.27	0
48	-634581.2211	-1197974.619	0
48	-634570.4516	-1198027.602	0
48	-634555.1058	-1198102.321	0
48	-634552.8953	-1198113.52	0
48	-634550.4491	-1198124.757	1
48	-634548.3324	-1198133.542	1
48	-634545.4749	-1198144.972	1
48	-634541.9824	-1198157.566	0
48	-634531.8224	-1198192.597	0
48	-634526.4249	-1198209.742	0
48	-634521.874	-1198223.606	0
48	-634515.3124	-1198242.444	1
48	-634510.8673	-1198254.192	1
48	-634505.999	-1198266.045	1
48	-634500.919	-1198277.158	1
48	-634494.0398	-1198289.752	0
48	-634489.1195	-1198298.323	0
48	-634487.4781	-1198301.182	0
48	-634482.9273	-1198309.014	0
48	-634473.1906	-1198324.994	0
48	-634466.7348	-1198335.049	0
48	-634460.5964	-1198344.15	0
48	-634454.1406	-1198353.146	0
48	-634425.8693	-1198391.838	0
48	-634425.2794	-1198392.646	0
48	-634423.1313	-1198395.585	0
48	-634419.479	-1198400.79	0
48	-634417.6475	-1198403.399	1
48	-634413.183	-1198410.508	1
48	-634412.5581	-1198411.779	1
48	-634409.82	-1198417.347	1
48	-634406.9388	-1198424.055	1
48	-634404.8145	-1198430.366	1
48	-634403.9	-1198434.064	1
48	-634403.2346	-1198437.178	1
48	-634402.7055	-1198440.353	1
48	-634402.1763	-1198443.528	1
48	-634401.753	-1198447.55	1
48	-634401.3296	-1198452.735	1
48	-634401.0121	-1198457.71	1
48	-634401.0768	-1198460.876	0
48	-634401.118	-1198462.895	0
48	-634401.6182	-1198499.195	0
48	-634402.6039	-1198550.853	0
48	-634403.1288	-1198578.36	0
48	-634404.293	-1198655.195	0
48	-634404.6166	-1198675.823	0
57	-587873.673	-1195940.5	0
57	-587863.5061	-1195962.188	0
57	-587852.0683	-1195986.588	0
57	-587839.6839	-1196013.007	0
57	-587813.5133	-1196068.821	0
57	-587811.7703	-1196072.538	0
57	-587766.5264	-1196169.508	0
57	-587728.0295	-1196252.19	0
57	-587722.0118	-1196265.119	0
57	-587683.4471	-1196347.97	0
57	-587635.0282	-1196451.819	0
57	-587619.1532	-1196485.818	0
57	-587571.5281	-1196587.947	0
57	-587531.9728	-1196673.805	0
57	-587502.8445	-1196737.754	0
57	-587497.8801	-1196748.653	0
57	-587493.3293	-1196758.644	0
57	-587491.3592	-1196762.969	0
57	-587486.3705	-1196774.118	0
57	-587482.294	-1196783.228	0
57	-587477.4022	-1196794.16	0
57	-587445.7185	-1196864.967	0
57	-587417.6726	-1196927.805	0
57	-587391.8757	-1196986.807	0
57	-587357.7443	-1197066.447	0
57	-587317.7922	-1197160.904	0
57	-587279.8873	-1197251.815	0
57	-587269.5585	-1197276.211	1
57	-587261.3872	-1197295.511	1
57	-587261.3035	-1197295.709	1
57	-587249.1327	-1197323.226	1
57	-587236.0358	-1197351.801	1
57	-587219.1024	-1197387.784	1
57	-587203.0951	-1197420.593	1
57	-587184.045	-1197458.296	1
57	-587170.9481	-1197483.431	1
57	-587161.9523	-1197500.365	1
57	-587137.6211	-1197544.688	1
57	-587123.5876	-1197569.553	1
57	-587102.8178	-1197605.537	1
57	-587072.1261	-1197657.131	1
57	-587056.0486	-1197683.257	1
57	-587055.1927	-1197684.647	0
57	-587007.303	-1197763.229	0
57	-586946.4487	-1197862.977	0
57	-586887.3142	-1197959.947	0
57	-586824.3433	-1198063.267	0
57	-586786.6401	-1198125.047	0
57	-586730.5483	-1198217.255	0
57	-586673.7951	-1198310.388	0
57	-586612.6762	-1198410.93	0
57	-586555.5261	-1198504.725	0
57	-586553.3564	-1198508.284	0
57	-586515.4416	-1198570.474	0
57	-586466.0606	-1198651.439	0
57	-586463.3186	-1198655.935	0
57	-586447.3113	-1198682.922	0
57	-586441.8838	-1198691.635	0
57	-586432.23	-1198707.132	0
57	-586410.2159	-1198743.63	0
57	-586405.5766	-1198751.321	0
57	-586400.4219	-1198759.868	0
57	-586398.36	-1198763.286	0
184	-556818.5854	-1184305.034	0
184	-556826.375	-1184318.125	0
184	-556838.3125	-1184339.25	0
184	-556846.1552	-1184352.487	0
184	-556850.7331	-1184360.214	0
184	-556851.7504	-1184361.931	0
184	-556852.259	-1184362.79	1
184	-556852.8697	-1184363.821	1
184	-556855.8463	-1184369.774	1
184	-556856.9581	-1184372.692	1
184	-556858.4922	-1184376.719	1
184	-556861.7995	-1184387.302	0
184	-556867.2196	-1184408.276	1
184	-556872.5797	-1184424.4	1
184	-556878.9375	-1184439.75	1
184	-556889.25	-1184459.75	1
184	-556902.875	-1184482.125	1
184	-556917.6875	-1184502.875	0
184	-556933.125	-1184523.125	0
184	-556948.75	-1184541	0
184	-556962.125	-1184556.625	1
184	-556970.6875	-1184567.75	1
184	-556976.5625	-1184576.125	1
184	-556983.0625	-1184586.875	1
184	-556988.9375	-1184598.375	1
184	-556994.1875	-1184611.75	1
184	-556997.7294	-1184625.428	1
184	-557001.5815	-1184641.444	0
184	-557002.2815	-1184644.355	0
184	-557004.0133	-1184651.556	0
184	-557009.625	-1184673.75	0
184	-557023.1956	-1184715.717	0
184	-557036.625	-1184757.375	1
184	-557047	-1184785.375	1
184	-557057.9375	-1184809.125	1
184	-557066.875	-1184825.125	1
184	-557078.4375	-1184843.625	1
184	-557089.1875	-1184859	1
184	-557099.125	-1184870.75	1
184	-557106.8703	-1184878.105	1
184	-557116.1307	-1184886.043	1
184	-557122.7453	-1184890.673	1
184	-557129.6906	-1184894.642	1
184	-557139.9432	-1184899.603	1
184	-557152.1802	-1184905.556	1
184	-557170.3704	-1184913.824	1
184	-557197.1875	-1184924	1
184	-557231.5554	-1184934.33	0
184	-557244.2554	-1184937.968	0
184	-557256.9554	-1184942.201	0
184	-557268.068	-1184946.699	0
184	-557283.2246	-1184953.224	0
184	-557293.4226	-1184957.243	0
242	-574498.9867	-1180695.161	0
242	-574500.4051	-1180702.316	1
242	-574500.4051	-1180707.343	1
242	-574499.0822	-1180713.958	1
242	-574496.2419	-1180723.42	0
242	-574490.4945	-1180742.567	0
242	-574480.75	-1180774.5	0
242	-574473.1529	-1180803.387	0
242	-574471.5284	-1180809.769	0
242	-574469.4488	-1180817.939	1
242	-574468.1146	-1180824.344	1
242	-574466.8029	-1180830.639	1
242	-574464.1186	-1180847.957	0
242	-574463.9375	-1180849.125	0
242	-574461.2467	-1180864.68	0
242	-574460.0557	-1180871.565	0
242	-574459.375	-1180875.5	0
242	-574455	-1180905	0
242	-574453.5	-1180917	1
242	-574452.689	-1180928.955	0
242	-574451.8125	-1180941.875	0
242	-574451.4593	-1180947.88	0
242	-574450.3125	-1180967.375	0
242	-574449.7811	-1180979.775	0
242	-574449.1875	-1180993.625	0
242	-574447.6632	-1181022.643	0
242	-574447.5	-1181025.75	0
242	-574446.0086	-1181052.541	0
242	-574444.0625	-1181087.5	0
242	-574442.375	-1181121.125	0
242	-574441.916	-1181130.288	0
242	-574439.7188	-1181174.152	0
242	-574438.9375	-1181189.75	0
242	-574438.2638	-1181206.059	0
242	-574436.9455	-1181237.972	0
242	-574435.9375	-1181262.375	0
242	-574435.912	-1181263.903	0
242	-574435.5625	-1181284.875	1
242	-574436.3125	-1181297.375	1
242	-574437.4375	-1181306.75	1
242	-574439.6875	-1181316.125	1
242	-574442.8894	-1181323.789	1
242	-574443.5	-1181325.25	1
242	-574449	-1181335.375	1
242	-574455.1875	-1181343.75	1
242	-574464.6875	-1181351.375	1
242	-574472.8125	-1181356.375	1
242	-574483.75	-1181360.625	1
242	-574496.25	-1181363	1
242	-574500.3951	-1181363.395	1
242	-574513.3125	-1181364.625	0
242	-574525.1938	-1181366.175	0
242	-574527.174	-1181366.433	0
242	-574530.5625	-1181366.875	1
242	-574533.0774	-1181367.422	0
242	-574535.0287	-1181367.847	0
242	-574545.5	-1181370.125	0
242	-574560.0795	-1181374.578	0
242	-574562.6875	-1181375.375	1
242	-574571.1979	-1181379.012	1
242	-574577.3125	-1181381.625	1
242	-574587.125	-1181387.5	1
242	-574594.75	-1181393.75	1
242	-574599.75	-1181400.25	1
242	-574603.4375	-1181406.5	1
242	-574605.4375	-1181413.625	1
242	-574605.4419	-1181413.745	1
242	-574605.7354	-1181421.727	1
242	-574605.75	-1181422.125	1
242	-574604.75	-1181432.75	1
242	-574604.5682	-1181433.644	0
242	-574602.5625	-1181443.5	0
242	-574597.8546	-1181466.922	0
242	-574597.5625	-1181468.375	0
242	-574596.2244	-1181474.742	0
242	-574594.1707	-1181484.513	0
242	-574591.625	-1181496.625	0
242	-574576.9375	-1181567.625	0
242	-574570.3537	-1181596.839	0
242	-574561.5	-1181636.125	0
242	-574547.5	-1181701	0
242	-574543.6748	-1181718.765	0
242	-574532.75	-1181769.5	0
242	-574519.0625	-1181834.25	0
242	-574517.8535	-1181839.855	0
242	-574509.625	-1181878	0
242	-574503.25	-1181908.5	0
242	-574496.5094	-1181939.439	0
242	-574495.8717	-1181942.365	0
242	-574489.1031	-1181973.433	0
242	-574474.1875	-1182040.875	0
242	-574459.9989	-1182106.783	0
242	-574453.3107	-1182137.475	0
242	-574448.375	-1182160.125	0
242	-574435.4375	-1182214	1
242	-574434.2148	-1182221.179	1
242	-574431.5625	-1182236.75	1
242	-574429.25	-1182256	1
242	-574427.9375	-1182271.875	1
242	-574427.853	-1182277.675	1
242	-574427.75	-1182284.75	1
242	-574428.0625	-1182296.5	1
242	-574429.9375	-1182310.125	1
242	-574431.75	-1182321.125	1
242	-574432.4997	-1182324.234	1
242	-574434.3125	-1182331.75	1
242	-574438.8321	-1182340.94	1
356	-740267.7224	-1172234.451	0
356	-740280.0425	-1172275.978	0
356	-740289.0022	-1172306.343	0
356	-740302.4106	-1172351.785	0
356	-740320.2593	-1172412.768	0
356	-740328.5937	-1172440.02	0
356	-740337.1504	-1172466.43	1
356	-740341.569	-1172479.209	1
356	-740349.1442	-1172498.812	1
356	-740368.6781	-1172541.488	1
356	-740389.5803	-1172586.071	1
356	-740399.7667	-1172606.311	1
356	-740404.2647	-1172615.043	1
356	-740410.1227	-1172624.809	1
356	-740417.8434	-1172635.715	1
356	-740429.9293	-1172652.084	1
356	-740443.1585	-1172668.753	1
356	-740463.9283	-1172694.021	0
356	-740482.0523	-1172714.526	0
356	-740497.6628	-1172731.724	0
356	-740510.892	-1172745.482	0
356	-740520.1524	-1172754.743	0
356	-740533.5139	-1172767.575	0
356	-740554.5483	-1172787.551	0
356	-740607.8619	-1172835.97	0
356	-740665.5766	-1172888.449	0
356	-740679.5642	-1172900.661	0
356	-740692.3965	-1172911.641	1
356	-740700.7396	-1172918.244	1
356	-740707.025	-1172922.975	1
356	-740719.6064	-1172932.388	0
356	-740763.4373	-1172963.499	0
356	-740788.705	-1172981.094	0
356	-740801.6068	-1172990.04	0
356	-740808.5488	-1172994.853	0
356	-740816.4078	-1173000.273	0
641	-545520.3663	-1154302.933	0
641	-545512.9286	-1154304.099	0
641	-545488.6398	-1154307.195	0
641	-545487.7266	-1154307.29	0
641	-545471.8917	-1154308.941	1
641	-545448.1585	-1154310.449	1
641	-545434.4266	-1154310.926	0
641	-545403.0734	-1154311.481	0
641	-545353.8415	-1154311.515	0
641	-545283.6138	-1154311.481	0
641	-545263.6906	-1154311.005	1
641	-545248.6875	-1154309.875	1
641	-545236.9412	-1154307.989	1
641	-545223.0144	-1154304.436	1
641	-545201.4244	-1154296.658	1
641	-545175.743	-1154284.732	0
641	-545152.4067	-1154273.619	0
641	-545130	-1154263.25	0
641	-545116.25	-1154257.75	0
641	-545110.6004	-1154255.486	0
641	-545107.3216	-1154254.172	1
641	-545098.3329	-1154251.481	1
641	-545094.3709	-1154250.642	1
641	-545091.9228	-1154250.124	1
641	-545090.4483	-1154249.914	1
641	-545084.8223	-1154249.112	1
641	-545077.9528	-1154248.696	0
641	-545068.6201	-1154248.28	0
641	-545010.4045	-1154246.711	0
641	-544985.5601	-1154246.076	0
641	-544960.9345	-1154244.84	0
641	-544921.8218	-1154242.266	0
641	-544905.086	-1154241.238	0
641	-544898.5649	-1154240.837	0
641	-544875.4739	-1154240.077	0
641	-544833.3185	-1154240.123	0
641	-544817.4435	-1154240.599	0
641	-544791.4878	-1154242.107	0
641	-544752.1177	-1154244.806	0
641	-544749.586	-1154245.043	0
641	-544713.7434	-1154248.398	0
641	-544701.7939	-1154249.331	0
641	-544688.3434	-1154249.668	0
641	-544653.9307	-1154248.934	0
641	-544633.6471	-1154248.951	1
641	-544617.4181	-1154250.362	1
641	-544599.5129	-1154253.836	1
641	-544584.5568	-1154259.014	0
641	-544563.2649	-1154266.007	0
641	-544553.3623	-1154269.254	1
641	-544544.3568	-1154270.94	1
641	-544532.566	-1154272.587	1
641	-544519.433	-1154273.321	0
641	-544507.166	-1154273.857	0
641	-544486.7666	-1154273.699	0
641	-544448.9479	-1154273.956	1
641	-544442.6488	-1154274.304	1
641	-544427.7115	-1154275.127	1
641	-544416.0866	-1154276.338	0
641	-544375.675	-1154280.294	0
641	-544317.9356	-1154288.78	0
641	-544262.1349	-1154298.146	0
641	-544249.3555	-1154300.289	0
641	-544222.2163	-1154304.107	1
641	-544217.2537	-1154304.434	1
641	-544200.3254	-1154305.55	1
641	-544198.1392	-1154305.694	1
641	-544182.3685	-1154305.489	0
641	-544180.3728	-1154305.463	0
641	-544173.3878	-1154305.373	0
641	-544163.4055	-1154305.174	0
641	-544142.4426	-1154304.757	0
641	-544141.3259	-1154304.734	0
641	-544136.4529	-1154304.659	0
641	-544115.7671	-1154304.338	0
641	-544105.2896	-1154304.099	0
641	-544094.4223	-1154304.371	0
641	-544070.3323	-1154305.731	1
641	-544056.7686	-1154307.708	0
641	-544024.8825	-1154312.354	0
641	-543980.4324	-1154319.339	0
641	-543951.0636	-1154323.149	1
641	-543929.1402	-1154324.485	0
641	-543926.2986	-1154324.658	0
641	-543891.7511	-1154325.803	0
641	-543883.2374	-1154325.915	0
641	-543870.3391	-1154326.086	0
641	-543840.8115	-1154327.594	1
641	-543839.3641	-1154327.823	1
641	-543819.2215	-1154331.008	1
641	-543803.664	-1154334.976	1
641	-543785.0108	-1154341.723	1
641	-543780.0358	-1154344.334	0
641	-543760.9601	-1154354.344	0
641	-543753.4687	-1154358.166	0
833	-512500.9875	-1142818.561	0
833	-512472.8511	-1142811.409	0
833	-512461.3927	-1142809.147	0
833	-512454.8046	-1142808.274	0
833	-512448.1187	-1142807.666	1
833	-512446.9465	-1142807.559	1
833	-512440.914	-1142807.877	1
833	-512434.1557	-1142808.631	1
833	-512425.4358	-1142811.131	1
833	-512420.8604	-1142813.711	0
833	-512415.8861	-1142816.424	0
833	-512409.9463	-1142819.664	0
833	-512362.1766	-1142851.731	1
833	-512340.5044	-1142863.36	1
833	-512330.744	-1142867.13	1
833	-512321.8512	-1142870.504	1
833	-512313.2812	-1142873	1
833	-512301.6875	-1142875.25	1
833	-512278.5124	-1142878.997	0
833	-512256.6842	-1142882.092	0
833	-512209.7735	-1142889.951	0
833	-512167.0724	-1142897.292	0
833	-512151.6709	-1142900.508	0
833	-512113.9809	-1142905.98	0
833	-512112.8564	-1142906.143	0
833	-512081.6648	-1142909.833	0
833	-512061.821	-1142911.103	1
833	-512044.6759	-1142910.786	1
833	-512031.3381	-1142908.683	1
833	-512017.765	-1142904.397	1
833	-511985.7768	-1142895.507	0
833	-511963.9687	-1142891.625	1
833	-511956.5667	-1142891.379	1
833	-511948.153	-1142892.411	1
833	-511935.932	-1142895.863	1
833	-511920.8507	-1142902.69	0
833	-511893.5456	-1142918.088	0
833	-511877.906	-1142926.225	0
833	-511866.2406	-1142931.741	0
833	-511854.0937	-1142937.125	1
833	-511844.4096	-1142939.719	1
833	-511835.6385	-1142940.958	1
833	-511829.8046	-1142941.783	1
833	-511810.5958	-1142941.386	1
833	-511789.7229	-1142938.726	0
833	-511767.0982	-1142933.289	0
833	-511700.5052	-1142912.215	0
833	-511634.3356	-1142884.782	0
833	-511624.3051	-1142880.623	1
833	-511604.2998	-1142869.551	0
833	-511571.875	-1142849.625	0
833	-511555.8809	-1142839.151	0
833	-511525.2449	-1142819.981	0
833	-511494.6827	-1142802.003	0
833	-511479.8423	-1142794.104	0
833	-511469.9176	-1142789.779	1
833	-511460.9482	-1142786.684	1
833	-511450.3913	-1142784.858	1
